n,matrix_type,missing_fraction,missing_percent,replicate,n_pairs,n_missing,n_observed,reference_matrix_file,mask_file,observed_matrix_file,seed
30,synthetic_ultrametric,0.65,65,14,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep14.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep14.csv,20277120
30,synthetic_ultrametric,0.65,65,15,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep15.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep15.csv,20277121
30,synthetic_ultrametric,0.65,65,16,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep16.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep16.csv,20277122
30,synthetic_ultrametric,0.65,65,17,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep17.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep17.csv,20277123
30,synthetic_ultrametric,0.65,65,18,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep18.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep18.csv,20277124
30,synthetic_ultrametric,0.65,65,19,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep19.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep19.csv,20277125
30,synthetic_ultrametric,0.65,65,20,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep20.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep20.csv,20277126
30,synthetic_ultrametric,0.65,65,21,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep21.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep21.csv,20277127
30,synthetic_ultrametric,0.65,65,22,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep22.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep22.csv,20277128
30,synthetic_ultrametric,0.65,65,23,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep23.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep23.csv,20277129
30,synthetic_ultrametric,0.65,65,24,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep24.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep24.csv,20277130
30,synthetic_ultrametric,0.65,65,25,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep25.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep25.csv,20277131
30,synthetic_ultrametric,0.65,65,26,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep26.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep26.csv,20277132
30,synthetic_ultrametric,0.65,65,27,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep27.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep27.csv,20277133
30,synthetic_ultrametric,0.65,65,28,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep28.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep28.csv,20277134
30,synthetic_ultrametric,0.65,65,29,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep29.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep29.csv,20277135
30,synthetic_ultrametric,0.65,65,30,435,283,152,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing65_rep30.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing65_rep30.csv,20277136
30,synthetic_ultrametric,0.85,85,1,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep01.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep01.csv,20279107
30,synthetic_ultrametric,0.85,85,2,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep02.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep02.csv,20279108
30,synthetic_ultrametric,0.85,85,3,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep03.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep03.csv,20279109
30,synthetic_ultrametric,0.85,85,4,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep04.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep04.csv,20279110
30,synthetic_ultrametric,0.85,85,5,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep05.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep05.csv,20279111
30,synthetic_ultrametric,0.85,85,6,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep06.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep06.csv,20279112
30,synthetic_ultrametric,0.85,85,7,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep07.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep07.csv,20279113
30,synthetic_ultrametric,0.85,85,8,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep08.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep08.csv,20279114
30,synthetic_ultrametric,0.85,85,9,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep09.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep09.csv,20279115
30,synthetic_ultrametric,0.85,85,10,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep10.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep10.csv,20279116
30,synthetic_ultrametric,0.85,85,11,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep11.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep11.csv,20279117
30,synthetic_ultrametric,0.85,85,12,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep12.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep12.csv,20279118
30,synthetic_ultrametric,0.85,85,13,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep13.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep13.csv,20279119
30,synthetic_ultrametric,0.85,85,14,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep14.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep14.csv,20279120
30,synthetic_ultrametric,0.85,85,15,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep15.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep15.csv,20279121
30,synthetic_ultrametric,0.85,85,16,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep16.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep16.csv,20279122
30,synthetic_ultrametric,0.85,85,17,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep17.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep17.csv,20279123
30,synthetic_ultrametric,0.85,85,18,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep18.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep18.csv,20279124
30,synthetic_ultrametric,0.85,85,19,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep19.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep19.csv,20279125
30,synthetic_ultrametric,0.85,85,20,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep20.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep20.csv,20279126
30,synthetic_ultrametric,0.85,85,21,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep21.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep21.csv,20279127
30,synthetic_ultrametric,0.85,85,22,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep22.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep22.csv,20279128
30,synthetic_ultrametric,0.85,85,23,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep23.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep23.csv,20279129
30,synthetic_ultrametric,0.85,85,24,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep24.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep24.csv,20279130
30,synthetic_ultrametric,0.85,85,25,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep25.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep25.csv,20279131
30,synthetic_ultrametric,0.85,85,26,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep26.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep26.csv,20279132
30,synthetic_ultrametric,0.85,85,27,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep27.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep27.csv,20279133
30,synthetic_ultrametric,0.85,85,28,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep28.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep28.csv,20279134
30,synthetic_ultrametric,0.85,85,29,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep29.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep29.csv,20279135
30,synthetic_ultrametric,0.85,85,30,435,370,65,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_ultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/mask_synthetic_ultrametric_missing85_rep30.csv,synthetic30_tree_distances/masks_and_observed/synthetic_ultrametric/Dobs_synthetic_ultrametric_missing85_rep30.csv,20279136
30,synthetic_additive_nonultrametric,0.3,30,1,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep01.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep01.csv,20273607
30,synthetic_additive_nonultrametric,0.3,30,2,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep02.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep02.csv,20273608
30,synthetic_additive_nonultrametric,0.3,30,3,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep03.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep03.csv,20273609
30,synthetic_additive_nonultrametric,0.3,30,4,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep04.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep04.csv,20273610
30,synthetic_additive_nonultrametric,0.3,30,5,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep05.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep05.csv,20273611
30,synthetic_additive_nonultrametric,0.3,30,6,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep06.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep06.csv,20273612
30,synthetic_additive_nonultrametric,0.3,30,7,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep07.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep07.csv,20273613
30,synthetic_additive_nonultrametric,0.3,30,8,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep08.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep08.csv,20273614
30,synthetic_additive_nonultrametric,0.3,30,9,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep09.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep09.csv,20273615
30,synthetic_additive_nonultrametric,0.3,30,10,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep10.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep10.csv,20273616
30,synthetic_additive_nonultrametric,0.3,30,11,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep11.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep11.csv,20273617
30,synthetic_additive_nonultrametric,0.3,30,12,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep12.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep12.csv,20273618
30,synthetic_additive_nonultrametric,0.3,30,13,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep13.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep13.csv,20273619
30,synthetic_additive_nonultrametric,0.3,30,14,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep14.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep14.csv,20273620
30,synthetic_additive_nonultrametric,0.3,30,15,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep15.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep15.csv,20273621
30,synthetic_additive_nonultrametric,0.3,30,16,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep16.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep16.csv,20273622
30,synthetic_additive_nonultrametric,0.3,30,17,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep17.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep17.csv,20273623
30,synthetic_additive_nonultrametric,0.3,30,18,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep18.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep18.csv,20273624
30,synthetic_additive_nonultrametric,0.3,30,19,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep19.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep19.csv,20273625
30,synthetic_additive_nonultrametric,0.3,30,20,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep20.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep20.csv,20273626
30,synthetic_additive_nonultrametric,0.3,30,21,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep21.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep21.csv,20273627
30,synthetic_additive_nonultrametric,0.3,30,22,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep22.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep22.csv,20273628
30,synthetic_additive_nonultrametric,0.3,30,23,435,130,305,synthetic30_tree_distances/reference_matrices/Dref_synthetic30_additive_nonultrametric_Tlabels.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/mask_synthetic_additive_nonultrametric_missing30_rep23.csv,synthetic30_tree_distances/masks_and_observed/synthetic_additive_nonultrametric/Dobs_synthetic_additive_nonultrametric_missing30_rep23.csv,20273629
